-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5984,5985,5986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1208,1209,1210,1211,1212,1213,1214,1215
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6064,6065,6066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1288,1289,1290,1291,1292,1293,1294,1295
-1,-1,-1,-1,-1,-1,-1,-1,-1,5792,5793,5794,5795,5796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6144,6145,6146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1368,1369,1370,1371,1372,1373,1374,1375
-1,-1,-1,-1,-1,-1,-1,-1,-1,5872,5873,5874,5875,5876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3048,3049,3050,3051,3052,-1,1040,1041,1042,1043,1044,-1,-1,-1,1040,1041,1042,1043,1044,-1,-1,-1,-1,-1,5792,5793,5794,5795,5796,-1,6224,6225,6226,-1,-1,-1,2436,2437,2438,2439,-1,3496,3497,3498,3499,3500,-1,-1,-1,1448,1449,1450,1451,1452,1453,1454,1455
-1,-1,-1,-1,-1,-1,-1,-1,-1,5952,5953,5954,5955,5956,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3128,3129,3130,3131,3132,-1,1120,1121,1122,1123,1124,-1,-1,-1,1120,1121,1122,1123,1124,-1,-1,-1,-1,-1,5872,5873,5874,5875,5876,-1,6304,6305,6306,-1,-1,-1,2516,2517,2518,2519,-1,3576,3577,3578,3579,3580,-1,-1,-1,1528,1529,1530,1531,1532,1533,1534,1535
-1,-1,-1,-1,-1,-1,-1,-1,-1,6032,6033,6034,6035,6036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3208,3209,3210,3211,3212,-1,1200,1201,1202,1203,1204,-1,-1,-1,1200,1201,1202,1203,1204,-1,-1,-1,-1,-1,5952,5953,5954,5955,5956,-1,6384,6385,6386,-1,-1,-1,2596,2597,2598,2599,-1,3656,3657,3658,3659,3660,-1,-1,-1,1608,1609,1610,1611,1612,1613,1614,1615
-1,-1,-1,-1,-1,-1,-1,-1,-1,6112,6113,6114,6115,6116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3288,3289,3290,3291,3292,-1,1280,1281,1282,1283,1284,-1,-1,-1,1280,1281,1282,1283,1284,-1,-1,-1,-1,-1,6032,6033,6034,6035,6036,-1,6464,6465,6466,-1,-1,-1,2676,2677,2678,2679,-1,3736,3737,3738,3739,3740,-1,-1,-1,1688,1689,1690,1691,1692,1693,1694,1695
-1,-1,-1,-1,-1,-1,-1,-1,-1,6192,6193,6194,6195,6196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3368,3369,3370,3371,3372,-1,1360,1361,1362,1363,1364,-1,-1,-1,1360,1361,1362,1363,1364,-1,-1,-1,-1,-1,6112,6113,6114,6115,6116,-1,-1,-1,-1,-1,-1,-1,2756,2757,2758,2759,-1,3816,3817,3818,3819,3820,-1,-1,-1,1768,1769,1770,1771,1772,1773,1774,1775
-1,-1,-1,-1,-1,-1,-1,-1,-1,6272,6273,6274,6275,6276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3448,3449,3450,3451,3452,-1,-1,-1,-1,-1,1188,1189,1190,1191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6192,6193,6194,6195,6196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3896,3897,3898,3899,3900,-1,-1,-1,1848,1849,1850,1851,1852,1853,1854,1855
